HCODE,DOCTYP,TAKER,DST,TRIA,DIRORG,DECAL,DSUNT,NOTES,SEDAT,EXTP,DEPN,COMIT,DSIZE,PORCS,DAREA
0942064A,差異分析報告,方偉達,臺中市,-,內政部,,,,,審核修正通過,財團法人中華民國佛教慈濟慈善事業基金會,-,0,辦理結案,0
0942054A,差異分析報告,林佳瑋,宜蘭縣,-,經濟部礦務局,,,,,審核修正通過,蘇澳石礦股份有限公司,-,0,辦理結案,0
0942033A,差異分析報告,林佳瑋,宜蘭縣,-,經濟部礦務局,,,,,審核修正通過,蘇澳石礦股份有限公司,-,0,辦理結案,0
0942024A,差異分析報告,邱景昆,高雄市,-,經濟部,,,,,審核修正通過,中國石油股份有限公司,-,0,辦理結案,0
0942014A,其他,林佳瑋,高雄市,-,內政部營建署,,,,,審核修正通過,長山育樂股份有限公司,-,0,辦理結案,0
0942004A,其他,林佳瑋,高雄市,-,內政部營建署,,,,,審核修正通過,長山育樂股份有限公司,-,0,辦理結案,0
0941993A,差異分析報告,張瑞芸,臺中市,-,經濟部工業局,,,,,審核修正通過,中龍鋼鐵股份有限公司,-,0,辦理結案,0
0941953A,變更內容對照表,陳垠廷,桃園縣,-,經濟部工業局,,,,,審核修正通過,桃園縣政府,-,0,辦理結案,0
0941923A,變更內容對照表,邱景昆,屏東縣,-,交通部,,,,,審核修正通過,交通部民用航空局,-,0,辦理結案,0
0941903A,變更內容對照表,邱景昆,屏東縣,-,交通部,,,,,審核修正通過,交通部民用航空局,-,0,辦理結案,0
0941893A,變更內容對照表,邱景昆,屏東縣,-,交通部,,,,,審核修正通過,交通部民用航空局,-,0,辦理結案,0
0941874A,變更內容對照表,邱景昆,屏東縣,-,交通部,,,,,審核修正通過,交通部民用航空局,-,0,辦理結案,0
0941863A,變更內容對照表,邱景昆,屏東縣,-,交通部,,,,,審核修正通過,交通部民用航空局,-,0,辦理結案,0
0941843A,變更內容對照表,邱景昆,屏東縣,-,交通部,,,,,審核修正通過,交通部民用航空局,-,0,辦理結案,0
0941788A,差異分析報告,林佳瑋,臺灣地區,-,交通部,,,,,審核修正通過,交通部鐵路改建工程局,-,0,辦理結案,0
0941773A,差異分析報告,,基隆市,-,內政部營建署,,,,,審核修正通過,台灣省政府住宅及都市發展局,-,0,辦理結案,0
0941768A,差異分析報告,林佳瑋,基隆市,-,內政部營建署,,,,,審核修正通過,內政部營建署,-,0,辦理結案,0
0941754A,差異分析報告,林佳瑋,基隆市,-,內政部營建署,,,,,審核修正通過,內政部營建署,-,0,辦理結案,0
0941744A,差異分析報告,陳垠廷,臺灣本島,-,交通部,,,,,審核修正通過,交通部公路總局,-,0,辦理結案,0
0941734A,差異分析報告,陳垠廷,臺灣本島,-,交通部,,,,,審核修正通過,交通部公路總局,-,0,辦理結案,0
0941723A,差異分析報告,方偉達,屏東縣,-,教育部,,,,,審核修正通過,海景世界企業股份有限公司,-,0,辦理結案,0
0941713A,差異分析報告,陳垠廷,新竹縣,-,內政部營建署,,,,,審核修正通過,東雲股份有限公司,-,0,辦理結案,0
0941703A,差異分析報告,陳垠廷,新竹縣,-,內政部營建署,,,,,審核修正通過,東雲股份有限公司,-,0,辦理結案,0
0941693A,差異分析報告,陳垠廷,花蓮縣,-,經濟部工業局,,,,,審核修正通過,泰和水泥工業股份有限公司,-,0,辦理結案,0
0941683A,差異分析報告,,臺中市,-,,,,,,審核修正通過,財團法人敬德護理之家,-,0,辦理結案,0
0941673A,差異分析報告,孫維謙,臺北市,-,交通部,,,,,審核修正通過,淳品實業股份有限公司,-,0,辦理結案,0
0941643A,差異分析報告,孫維謙,臺北市,-,交通部,,,,,審核修正通過,淳品實業股份有限公司,-,0,辦理結案,0
0941633A,差異分析報告,孫維謙,臺北市,-,交通部,,,,,審核修正通過,淳品實業股份有限公司,-,0,辦理結案,0
0941624A,差異分析報告,孫維謙,臺北市,-,交通部,,,,,審核修正通過,淳品實業股份有限公司,-,0,辦理結案,0
0941613A,差異分析報告,孫維謙,臺北市,-,交通部,,,,,審核修正通過,淳品實業股份有限公司,-,0,辦理結案,0
0941603A,差異分析報告,孫維謙,臺北市,-,交通部,,,,,審核修正通過,淳品實業股份有限公司,-,0,辦理結案,0
0941593A,差異分析報告,,臺中市,-,,,,,,審核修正通過,中華全球石油股份有限公司,-,0,辦理結案,0
0941583A,變更內容對照表,林佳瑋,新竹市,-,行政院國家科學委員會,,,,,審核修正通過,科學工業區管理局,-,0,辦理結案,0
0941083A,差異分析報告,吳美玲,臺南市,-,行政院國家科學委員會,,,,,審核修正通過,行政院國家科學委員會,-,0,辦理結案,0
0941073A,差異分析報告,吳美玲,臺南市,-,行政院國家科學委員會,,,,,審核修正通過,行政院國家科學委員會,-,0,辦理結案,0
0941063A,差異分析報告,呂雅雯,基隆市,-,內政部營建署,,,,,審核修正通過,榮民工程股份有限公司,-,0,辦理結案,0
0941053A,差異分析報告,呂雅雯,基隆市,-,內政部營建署,,,,,審核修正通過,榮民工程股份有限公司,-,0,辦理結案,0
0941043A,其他 (現況差異分析+因應對策),吳美玲,臺灣地區,-,交通部,,,,0940926,審核修正通過,交通部台灣區國道新建工程局,0941027,0,辦理結案,0
0941038A,說明書,吳美玲,宜蘭縣,0941004,交通部,鐵路之開發,公里,,0940425,認定不應開發,交通部鐵路改建工程局東部工程處,0950120,12,辦理結案,0
0941024A,說明書,吳美玲,宜蘭縣,0941004,交通部,鐵路之開發,公里,,0940425,認定不應開發,交通部鐵路改建工程局東部工程處,0950120,12,辦理結案,0
0941013A,說明書,吳美玲,臺灣本島,0941004,交通部,鐵路之開發,公里,申請展延至95年1月提委員會,0940425,認定不應開發,交通部鐵路改建工程局東部工程處,0950120,36,辦理結案,0
0941003A,說明書,張瑞芸,花蓮縣,0950125,交通部,道路之開發,公尺,,0941219,認定不應開發,交通部公路總局第四區養護工程處,0950227,205,辦理結案,0
0940588A,說明書,呂雅雯,臺南市,0950323,經濟部工業局,園區之開發,公頃,,0941115,有條件通過環境影響評估,台南縣政府,0950828,132.11,辦理結案,132.11
0940573A,說明書,呂雅雯,臺南市,0950323,經濟部工業局,園區之開發,公頃,,0941115,有條件通過環境影響評估,台南縣政府,0950828,132.11,辦理結案,132.11
0940563A,說明書,呂雅雯,臺南市,0950323,經濟部工業局,園區之開發,公頃,,0941115,有條件通過環境影響評估,台南縣政府,0950828,132.11,辦理結案,132.11
0940554A,說明書,呂雅雯,臺南市,0950323,經濟部工業局,園區之開發,公頃,,0941115,有條件通過環境影響評估,台南縣政府,0950828,132.11,辦理結案,132.11
0940544A,說明書,呂雅雯,臺南市,0950323,經濟部工業局,園區之開發,公頃,,0941115,有條件通過環境影響評估,台南縣政府,0950828,132.11,辦理結案,132.11
0940538A,說明書,呂雅雯,臺南市,0950323,經濟部工業局,園區之開發,公頃,,0941115,有條件通過環境影響評估,台南縣政府,0950828,132.11,辦理結案,132.11
0940521A,說明書,張瑞芸,臺東縣,0980212,交通部觀光局,遊樂區之開發,公頃,,0941111,有條件通過環境影響評估,寶盛海洋牧場開發股份有限公司,0980713,12.708,辦理結案,12.708
0940511A,說明書,張同婉,雲林縣,0950324,經濟部,核能及其他能源之開發,瓩,,0941104,有條件通過環境影響評估,台灣電力股份有限公司,0950630,42000,辦理結案,0
0940502A,說明書,張瑞芸,臺中市,0950220,行政院國家科學委員會,園區之開發,公頃,,0941021,有條件通過環境影響評估,行政院國科會中部科學工業園區開發籌備處,0950227,134.64,辦理結案,134.64
0940491A,說明書,張瑞芸,臺中市,0950220,行政院國家科學委員會,園區之開發,公頃,,0941021,有條件通過環境影響評估,行政院國科會中部科學工業園區開發籌備處,0950227,134.64,辦理結案,134.64
0940481A,說明書,張同婉,臺灣地區,0950601,交通部,大眾捷運系統之開發,公里,,0941011,有條件通過環境影響評估,台北市政府捷運工程局,0950630,4.1,辦理結案,0
0940471A,說明書,張同婉,臺灣地區,0950601,交通部,大眾捷運系統之開發,公里,,0941011,有條件通過環境影響評估,台北市政府捷運工程局,0950630,4.1,辦理結案,0
0940461A,說明書,張同婉,桃園縣,0960108,交通部,鐵路之開發,公里,,0940722,有條件通過環境影響評估,交通部台灣鐵路管理局,0960719,17.15,辦理結案,0
0940451A,說明書,孫維謙,臺灣本島,0950607,交通部台灣區國道新建工程局,道路之開發,公里,,0940722,退件/撤銷,交通部台灣區國道新建工程局,0950828,23.5,辦理結案,0
0940441A,說明書,孫維謙,臺灣本島,0950607,交通部台灣區國道新建工程局,道路之開發,公里,,0940722,退件/撤銷,交通部台灣區國道新建工程局,0950828,23.5,辦理結案,0
0940431A,說明書,呂雅雯,高雄市,0961017,交通部,大眾捷運系統之開發,公里,本書件為初稿本,0940722,退件/撤銷,高雄市政府捷運工程局,0961109,9.4,辦理結案,0
0940421A,說明書,吳美玲,臺灣地區,0940707,交通部,道路之開發,公里,,0940603,認定不應開發,交通部台灣區國道高速公路局,0940726,42,辦理結案,0
0940411A,說明書,張同婉,臺中市,0950516,內政部營建署,道路之開發,公里,,0940606,有條件通過環境影響評估,內政部營建署,0950828,5.1,辦理結案,0
0940401A,說明書,張同婉,臺中市,0950516,內政部營建署,道路之開發,公里,,0940606,有條件通過環境影響評估,內政部營建署,0950828,5.1,辦理結案,0
0940391A,說明書,張同婉,臺中市,0950516,內政部營建署,道路之開發,公里,,0940606,有條件通過環境影響評估,內政部營建署,0950828,5.1,辦理結案,0
0940381A,說明書,張同婉,臺中市,0950516,內政部營建署,道路之開發,公里,,0940606,有條件通過環境影響評估,內政部營建署,0950828,5.1,辦理結案,0
0940371A,說明書,張同婉,臺中市,0950516,內政部營建署,道路之開發,公里,,0940606,有條件通過環境影響評估,內政部營建署,0950828,5.1,辦理結案,0
0940361A,說明書,張同婉,臺中市,0950516,內政部營建署,道路之開發,公里,,0940606,有條件通過環境影響評估,內政部營建署,0950828,5.1,辦理結案,0
0940351A,變更內容對照表,,新北市,-,,新市區建設,公頃,,,審核修正通過,福纖實業股份有限公司,-,0,,0
0940341A,差異分析報告,張秀慧,新北市,-,,新市區建設,公頃,,,審核修正通過,宏冠建設股份有限公司,-,0.187192,,0.187192
0940334B,說明書,張瑞芸,屏東縣,0941108,行政院農業委員會,農、林、漁、牧地之開發利用（設置休閒農場或農產品加工場所）,公頃,,0940707,有條件通過環境影響評估,行政院農業委員會屏東農業生物技術園區籌備處,0941115,106.9768,辦理結案,106.9768
0940331A,說明書,張瑞芸,屏東縣,0941108,行政院農業委員會,農、林、漁、牧地之開發利用（設置休閒農場或農產品加工場所）,公頃,,0940707,有條件通過環境影響評估,行政院農業委員會屏東農業生物技術園區籌備處,0941115,106.9768,辦理結案,106.9768
0940323B,說明書,張同婉,彰化縣,-,行政院衛生署,醫療建設之開發,公頃,,0940704,退件/撤銷,財團法人彰化基督教醫院,-,7.7635,辦理結案,7.7635
0940321A,說明書,張同婉,彰化縣,-,行政院衛生署,醫療建設之開發,公頃,,0940704,退件/撤銷,財團法人彰化基督教醫院,-,7.7635,辦理結案,7.7635
0940314B,差異分析報告,謝宏松,新北市,-,,新市區建設,公頃,,,審核修正通過,麗源建設股份有限公司,-,0,,0
0940311A,說明書,張瑞芸,新北市,0951211,經濟部,園區之開發,公頃,,0940610,有條件通過環境影響評估,星華鐘錶工業股份有限公司,0951228,6.8381,辦理結案,6.8381
0940303B,說明書,張瑞芸,新北市,0951211,經濟部,園區之開發,公頃,,0940610,有條件通過環境影響評估,星華鐘錶工業股份有限公司,0951228,6.8381,辦理結案,6.8381
0940301A,說明書,呂雅雯,澎湖縣,0940628,台灣省自來水股份有限公司南區工程處,供水、抽水或引水工程之開發,公頃,95年2月開發單位主動撤回,0940607,退件/撤銷,台灣省自來水股份有限公司南區工程處,-,1.3383,補正後再審,1.3383
0940291A,說明書,呂雅雯,高雄市,0940921,高雄市政府捷運工程局,大眾捷運系統之開發,公里,本書件為初稿本,0940606,退件/撤銷,高雄市政府捷運工程局,0950120,15.2,辦理結案,0
0940291B,說明書,張瑞芸,高雄市,0940628,經濟部工業局,園區之開發,公頃,,0940531,有條件通過環境影響評估,高雄縣政府,0940630,46,辦理結案,46
0940284B,說明書,張瑞芸,高雄市,0940628,經濟部工業局,園區之開發,公頃,,0940531,有條件通過環境影響評估,高雄縣政府,0940630,46,辦理結案,46
0940281A,說明書,張瑞芸,高雄市,0940628,經濟部工業局,園區之開發,公頃,,0940531,有條件通過環境影響評估,高雄縣政府,0940630,46,辦理結案,46
0940274B,說明書,張瑞芸,高雄市,0940628,經濟部工業局,園區之開發,公頃,,0940531,有條件通過環境影響評估,高雄縣政府,0940630,46,辦理結案,46
0940271A,說明書,張瑞芸,高雄市,0940628,經濟部工業局,園區之開發,公頃,,0940531,有條件通過環境影響評估,高雄縣政府,0940630,46,辦理結案,46
0940263B,說明書,張瑞芸,高雄市,0940628,經濟部工業局,園區之開發,公頃,,0940531,有條件通過環境影響評估,高雄縣政府,0940630,46,辦理結案,46
0940261A,說明書,邱景昆,桃園縣,0940606,經濟部,園區之開發,公頃,,0940531,有條件通過環境影響評估,桃園縣政府,0941220,275,辦理結案,275
0940251A,差異分析報告,謝宏松,新北市,-,,工廠之設立,公頃,,,審核修正通過,六發窯業股份有限公司,-,7.5345,,7.5345
0940251B,說明書,張同婉,臺灣地區,0950413,交通部,設置石油、石油製品貯存槽,平方公尺,,0940527,有條件通過環境影響評估,億昇倉儲企業股份有限公司,0950505,14085.71,辦理結案,0
0940241A,說明書,張同婉,臺灣地區,0950413,交通部,設置石油、石油製品貯存槽,平方公尺,,0940527,有條件通過環境影響評估,億昇倉儲企業股份有限公司,0950505,14085.71,辦理結案,0
0940241B,說明書,張瑞芸,新北市,0940623,交通部,舊市區更新,公頃,,0940526,認定不應開發,台灣坪林戒治所,0940726,8.773,辦理結案,8.773
0940231A,說明書,張瑞芸,新北市,0940623,交通部,舊市區更新,公頃,,0940526,認定不應開發,台灣坪林戒治所,0940726,8.773,辦理結案,8.773
0940221A,說明書,呂雅雯,高雄市,0941007,教育部,文教建設之開發,公頃,,0940422,有條件通過環境影響評估,實踐大學,0950120,50.4592,辦理結案,50.4592
0940221B,說明書,,新北市,-,,高樓建築,平方公尺,定稿本,,有條件通過環境影響評估,麗寶建設股份有限公司,-,4760.03,,0.476003
0940213B,說明書,,新北市,-,,高樓建築,平方公尺,定稿本,,有條件通過環境影響評估,麗寶建設股份有限公司,-,4760.03,,0.476003
0940211A,說明書,,新北市,-,,高樓建築,平方公尺,,,有條件通過環境影響評估,山圓建設股份有限公司,-,8386,,0.8386
0940201A,說明書,,新北市,-,,高樓建築,平方公尺,,,有條件通過環境影響評估,勝華建設有限公司,-,3533.37,,0
0940201B,說明書,張同婉,花蓮縣,0961009,經濟部礦物局,探礦、採礦,公頃,,0940408,有條件通過環境影響評估,玉昌工礦股份有限公司,0961210,14.7294,辦理結案,14.7294
